gene-name	chromosome	start	stop
MAGEC2	X	141290131	141293076
SAMD4B	19	39833108	39875535
SPANXN4	X	142113704	142122488
HDAC11	3	13521224	13547916
TUBB	6	30687978	30693203
SPANXN3	X	142596564	142605303
ASAH2B	10	52499078	52576255
HEXIM1	17	43224684	43229468
SLITRK4	X	142715944	142723596
PPP3CA	4	101944566	102268637
SPANXN2	X	142795055	142804516
HEXIM2	17	43238271	43247406
GLT8D2	12	104382766	104443915
UBE2NL	X	142967173	142968355
ALDH7A1	5	125877533	125931110
SLC7A4	22	21383007	21387129
GTF2I	7	74071994	74175026
SPATA2L	16	89762751	89768103
SPANXN1	X	144328348	144337632
A1CF	10	52566322	52645435
SLITRK2	X	144899350	144907360
CCBL1	9	131595221	131644773
FMNL1	17	43299292	43324681
PAF1	19	39876275	39881746
C16orf7	16	89773541	89787394
AC078819.2	12	104424506	104426218
AC002472.13	22	21400249	21418457
HCFC2	12	104458236	104500294
BANK1	4	102332443	102995969
ZNF276	16	89787393	89807333
POM121L7	22	21477050	21482352
GGT2	22	21562261	21594223
RNF169	11	74459913	74553457
NFYB	12	104510858	104532040
XRRA1	11	74551956	74660232
MED29	19	39881963	39891201
FBLN2	3	13590631	13679922
C17orf46	17	43331760	43339479
TXNRD1	12	104609559	104744062
LRRC8A	9	131644391	131680318
FANCA	16	89803959	89883065
ZFP36	19	39897453	39900013
PHAX	5	125935960	125962944
SLC39A8	4	103172198	103352415
MAP3K14	17	43340488	43394414
PRKG1	10	52751118	54058110
PLEKHG2	19	39903225	39919054
PHYHD1	9	131683174	131704317
C5orf48	5	125967414	125971979
FLOT1	6	30695486	30710510
NFKB1	4	103422486	103538459
LMNB1	5	126112315	126172712
AP000552.4	22	21645606	21647175
CXorf1	X	144908928	144911368
SPCS2	11	74660292	74690076
WNT7A	3	13857755	13921618
L29074.2	X	146990949	147003676
RIMBP3B	22	21737663	21743767
STAG3L2	7	74112305	74306729
FMR1	X	146993481	147032645
NEU3	11	74699179	74718741
SH3D20	17	43471275	43511119
HIC2	22	21771693	21805752
TPRXL	3	13978901	14107479
OR2AT4	11	74799796	74800758
CHCHD4	3	14153580	14166370
RPS16	19	39923852	39926618
SLCO2B1	11	74862040	74917444
NCF1	7	74188309	74203659
MARCH3	5	126203406	126366500
RP11-101E3.4	9	131703757	131719300
RIMBP3C	22	21899646	21905750
TMEM43	3	14166440	14185179
DOLK	9	131707810	131710012
CSTF2T	10	53455247	53459355
AC011500.1	19	39930212	39932082
SPIRE2	16	89894907	89937727
MEGF10	5	126626523	126801429
NUP188	9	131709977	131769375
SUPT5H	19	39936186	39967310
UBE2L3	22	21903739	21978323
MANBA	4	103552660	103682151
DKK1	10	54074056	54077802
FMR1NB	X	147062849	147108187
YDJC	22	21982378	21984353
MBL2	10	54525140	54531460
PLEKHM1	17	43513267	43568110
AFF2	X	147582139	148082193
PCDH15	10	55562531	57387702
XPC	3	14186647	14220283
GTF2IRD2	7	74210483	74267847
CHST11	12	104850776	105151883
UBE2D3	4	103715540	103790053
CCDC116	22	21987001	21991616
IER3	6	30710976	30712331
TCF25	16	89939970	89977792
SDF2L1	22	21996550	21998587
IDS	X	148558521	148586877
PPIL2	22	22006559	22052565
SLC41A2	12	105197276	105352522
PRRC1	5	126853301	126890782
DDR1	6	30844198	30867933
AC091132.2	17	43578685	43591271
AP001972.1	11	74952566	74953243
AC091132.3	17	43580710	43611631
ARRB1	11	74976482	75062873
LRRC37A4	17	43591506	43591982
LRRC37A4	17	43592016	43596018
C17orf69	17	43717948	43719222
LSM3	3	14219858	14242619
CRHR1	17	43861646	43913193
AC092143.1	16	89980525	89982882
SH3GLB2	9	131769315	131790582
TUBB3	16	89985667	90002505
SLC6A6	3	14444076	14530857
AC090051.1	12	105370527	105371805
C12orf45	12	105380098	105388505
ALDH1L2	12	105417872	105478236
CXorf40A	X	148621900	148632055
WBSCR16	7	74456291	74490064
TIMM50	19	39971052	39981528
CTXN3	5	126984736	126994322
SLC12A2	5	127419458	127525380
AC124781.1	7	74508249	74508602
YPEL1	22	22051833	22090123
GTF2IRD2B	7	74508364	74565623
FAM73B	9	131798900	131834361
RPS3	11	75110562	75116732
MAPK1	22	22108789	22221970
DEF8	16	90015151	90034468
DLL3	19	39989557	39999118
KIAA1033	12	105501492	105562904
FBN2	5	127593601	127994878
PPM1F	22	22273793	22307217
MAGEA9B	X	148663309	148669116
C3orf19	3	14693271	14714166
CENPBD1	16	90036206	90038942
HSFX2	X	148674181	148855773
AC118138.1	7	74803700	74804125
GATSL1	7	74807605	74867341
DBNDD1	16	90071273	90086526
CISD2	4	103790135	103810399
STAG3L1	7	74988429	75024657
HSFX1	X	148676927	148858525
AC011500.2	19	40005753	40011326
AC217771.1	17	43922257	43924432
NHEDC1	4	103806205	103940896
VPREB1	22	22599087	22599927
GAS8	16	90089008	90111383
ZNF280B	22	22838767	22863505
MAPT	17	43971750	44105700
C3orf20	3	14716606	14814541
DOLPP1	9	131843379	131852717
TMEM185A	X	148678901	148713568
C16orf3	16	90095316	90096309
KLHL35	11	75133438	75141678
AC133919.6	16	90106169	90114033
ZNF280A	22	22868060	22874613
PRDM7	16	90122974	90142338
PRAME	22	22890123	22901768
MAGEA11	X	148769894	148798926
APPL2	12	105567075	105630008
FGD5	3	14860469	14975895
TRIM73	7	75024337	75040279
CRAT	9	131857075	131873468
GDPD5	11	75145686	75236867
AC232272.1	X	148848815	148854483
MAGEA9	X	148863593	148869399
EID2B	19	40021630	40023494
NSUN5B	7	75039605	75046070
NHEDC2	4	103941025	104006986
EID2	19	40028890	40030870
MAGEA8	X	149009995	149014608
LGALS13	19	40093164	40098113
AC133919.4	16	90191171	90191404
CXorf40B	X	149097745	149107029
AC137934.1	16	90288650	90288880
NUAK1	12	106457125	106533811
LGALS14	19	40194946	40200087
MAMLD1	X	149529689	149682448
NR2C2	3	14989091	15095107
LL22NC03-63E9.3	22	22901750	22909007
SERPINH1	11	75273170	75283844
LL22NC03-31F3.9	22	22974028	22987012
BDH2	4	104000592	104021040
CKAP4	12	106631659	106641908
CLC	19	40221896	40228668
POM121C	7	75046065	75115548
GGTLC2	22	22986946	22990373
ZWINT	10	58116989	58121036
PPP2R4	9	131873229	131911225
LEUTX	19	40267231	40276775
TCP11L2	12	106696581	106740790
DYRK1B	19	40315993	40324841
POLR3B	12	106751489	106903974
KIAA1267	17	44107334	44270166
MTM1	X	149737069	149841795
AC018720.1	7	75080741	75082538
PMS2L3	7	75137069	75157478
MAP6	11	75297964	75379479
SC-9C5.12	22	23229960	23238005
SLC27A6	5	127873706	128369335
CENPE	4	104026963	104119566
RTDR1	22	23401593	23487208
MTMR1	X	149861839	149933576
IPMK	10	59951278	60027694
MOGAT2	11	75428888	75442660
ISOC1	5	128430386	128449721
CISD1	10	60028818	60049346
GNAZ	22	23412540	23467224
FBL	19	40325094	40337054
DGAT2	11	75479778	75512579
ADAMTS19	5	128795958	129074376
AC217773.2	17	44270940	44274080
AC005829.2	17	44360677	44364336
UBE2D1	10	60094735	60129403
HIP1	7	75162621	75368280
LRRC37A	17	44370099	44415160
RFX4	12	106976685	107156581
RAB36	22	23487513	23506537
CHSY3	5	129240165	129522327
UVRAG	11	75526212	75855282
FCGBP	19	40353964	40440533
HINT1	5	130494720	130507428
TFAM	10	60144782	60158981
BCR	22	23521891	23660224
TACR3	4	104507188	104640973
CD99L2	X	149934810	150067179
CXXC4	4	105389469	105416058
MRPS25	3	15083967	15106842
AC005829.1	17	44376501	44439163
CCL26	7	75398851	75419214
LYRM7	5	130506503	130541119
BICC1	10	60272900	60591195
CCL24	7	75440983	75452674
GTF2H4	6	30875961	30881883
TET2	4	106067032	106200973
CDC42SE2	5	130581186	130734140
WNT11	11	75897370	75917574
RHBDD2	7	75471920	75518244
ZFYVE20	3	15111580	15140670
LRRC37A2	17	44590076	44633016
IER5L	9	131937835	131940540
PHYHIPL	10	60936350	61007534
METTL11A	9	132371163	132398209
RIC8B	12	107168404	107281068
PPA2	4	106290234	106395238
PRKRIR	11	76061003	76091986
PSMC4	19	40477073	40487351
FAM13C	10	61005890	61122939
C9orf50	9	132374504	132383055
RAPGEF6	5	130747187	130970929
POR	7	75528518	75616173
ASB6	9	132399171	132404444
HMGB3	X	150148982	150159248
C12orf23	12	107349544	107367811
AP002360.2	11	76092369	76118666
C11orf30	11	76156069	76262586
ARL17A	17	44594069	44657088
VARSL	6	30876019	30894236
MTERFD3	12	107371069	107380929
IGLL1	22	23915312	23982949
GPR50	X	150345125	150349937
PRRX2	9	132427920	132484953
CAPN7	3	15247659	15294425
VMA21	X	150564987	150577836
PTGES	9	132500610	132515326
CRY1	12	107385145	107487598
C22orf43	22	23950639	23974508
TOR1B	9	132565432	132573560
NSF	17	44668075	44834833
PASD1	X	150732094	150845211
RGL4	22	24030323	24041363
TOR1A	9	132575222	132586460
PRRG3	X	150863596	150874396
ZNF546	19	40502943	40523514
BTBD11	12	107712190	108053419
FATE1	X	150884507	150891666
WNT3	17	44839876	44895981
SLC16A9	10	61410523	61495760
C9orf78	9	132589565	132598142
AC105391.3	4	106473777	106616835
CNGA2	X	150906923	150913776
ZNF70	22	24083769	24093279
SH3BP5	3	15296357	15382875
WNT9B	17	44910712	44962485
VPREB3	22	24094855	24096655
LRRC32	11	76368568	76381791
MAGEA4	X	151080981	151093642
CCDC6	10	61548521	61666818
INTS12	4	106603784	106817143
PWP1	12	108079590	108106257
C22orf15	22	24105208	24108048
SFTA2	6	30899130	30899952
GOSR2	17	45000486	45022263
AP001189.1	11	76414507	76415302
USP20	9	132596977	132644107
STYXL1	7	75625656	75677322
DPCR1	6	30908749	30921998
TSKU	11	76494285	76509197
C10orf40	10	61717975	61720671
ANK3	10	61788159	62493248
CHCHD10	22	24108020	24110158
ZNF780B	19	40534167	40562116
FNIP1	5	130761584	131132756
C6orf205	6	30951485	30957680
RPRML	17	45055523	45056614
ACER3	11	76571917	76734850
LRRC37A4	17	45125431	45128362
GSTCD	4	106629935	106768885
MMP11	22	24110413	24126503
C6orf15	6	31079000	31080336
CDC27	17	45195310	45266665
PSORS1C1	6	31082527	31107837
METTL6	3	15422782	15469047
FNBP1	9	132649466	132805473
PRDM4	12	108126644	108154914
CDSN	6	31082867	31088223
ACSL6	5	131142683	131347936
PSORS1C2	6	31105311	31107127
B3GNT6	11	76745435	76753003
CCHCR1	6	31110216	31126015
EAF1	3	15468862	15484120
SMARCB1	22	24129150	24176703
GABRE	X	151121596	151143152
MDH2	7	75677369	75696826
NPNT	4	106815932	106925184
CAPN5	11	76777992	76837196
COLQ	3	15491640	15563258
MYL4	17	45286428	45301045
DERL3	22	24176690	24181315
ASCL4	12	108168162	108170421
WSCD2	12	108523511	108644311
SRRM3	7	75831216	75916605
ITGB3	17	45331208	45390077
C16orf67	16	31711911	31718758
MAGEA5	X	151283466	151284241
AC009729.1	12	108674883	108676012
MAGEA10	X	151301782	151307033
SLC2A11	22	24198890	24237414
TBCK	4	106965474	107242652
MYO7A	11	76839310	76926286
GPR107	9	132815705	132902448
CMKLR1	12	108681821	108733094
ZNF780A	19	40575059	40596845
HSPB1	7	75931861	75933612
GABRA3	X	151334706	151620337
YWHAG	7	75956116	75988348
IL3	5	131396222	131398897
SRCRB4D	7	76018651	76039012
GABRQ	X	151806637	151825999
ZP3	7	76026835	76071388
C17orf57	17	45401347	45518675
MAGEA6	X	151867214	151870825
CSF2	5	131409483	131411859
FICD	12	108909051	108913380
AL360004.1	9	132902889	132906498
HACL1	3	15602211	15643338
FREQ	9	132934857	132999583
P4HA2	5	131527531	131631008
MAGEA2B	X	151883082	151887096
SART3	12	108915992	108955165
DTX2	7	76090972	76151394
RP11-88G17.6	9	133028269	133072340
AC040934.1	17	45532488	45569836
HMCN2	9	133223932	133309510
NPEPPS	17	45608444	45700641
AIMP1	4	107236701	107270383
MAP3K10	19	40697651	40721481
CDK1	10	62538123	62554610
KB-1125A3.10	22	24224646	24237026
MIF	22	24236191	24237414
MAGEA12	X	151899293	151903184
CSAG1	X	151903228	151909518
TTC9B	19	40721965	40724306
AP000350.4	22	24236613	24241117
BTD	3	15642848	15687329
GSTT2B	22	24299601	24303373
CNTD2	19	40728115	40732597
RHOBTB1	10	62629196	62761198
GDPD4	11	76927605	76998463
DDTL	22	24309026	24314721
MAGEA2	X	151918387	151922364
KPNB1	17	45727275	45760998
DKK2	4	107842959	108204963
AKT2	19	40736224	40791302
DDT	22	24313554	24322660
TBKBP1	17	45772630	45789427
ASS1	9	133320094	133376661
TMEM26	10	63166401	63213208
UPK3B	7	76139745	76144773
PAK1	11	77033061	77185108
ANKRD28	3	15708743	15901278
PDLIM4	5	131593364	131609147
PAPSS1	4	108511433	108641608
ISCU	12	108956294	108963158
TBX21	17	45810610	45823485
GSTT2	22	24322339	24326106
POMZP3	7	76239303	76256578
C10orf107	10	63422719	63526524
MAGEA3	X	151934652	151938240
TCF19	6	31126319	31131992
GSTT1	22	24340736	24384680
OSBPL7	17	45884733	45899147
ARID5B	10	63661059	63856703
POU5F1	6	31132114	31138470
AC004980.1	7	76265391	76267187
CETN2	X	151995517	151999321
SLC22A4	5	131630136	131679899
CCDC146	7	76673038	76958850
SGMS2	4	108745719	108836203
TMEM119	12	108983622	108991894
RTKN2	10	63942794	64028466
NSDHL	X	151999511	152038273
SELPLG	12	109015686	109027670
SLC22A5	5	131705401	131731306
CYP2U1	4	108852525	108874613
ZNF365	10	64133951	64431771
ZNF185	X	152082997	152142025
CORO1C	12	109038891	109125295
MRPL10	17	45900638	45908900
CABIN1	22	24407642	24574596
AQP11	11	77300680	77320691
HADH	4	108910870	108956331
FGL2	7	76822688	76829143
AC118344.2	19	40779396	40781386
PION	7	76940068	77046115
HLA-C	6	31236526	31239907
C19orf47	19	40826973	40854421
CLNS1A	11	77327197	77348851
C5orf56	5	131746328	131811736
FUBP3	9	133454352	133513739
LRRC46	17	45909078	45914856
ADO	10	64564516	64568238
IRF1	5	131817301	131826490
EGR2	10	64571756	64679660
GALNTL2	3	16216156	16273499
RSF1	11	77371041	77531915
PLD3	19	40854491	40886346
LEF1	4	108968701	109089578
SCRN2	17	45915049	45918699
SSH1	12	109180971	109251351
DPH3	3	16299485	16306479
SUSD2	22	24577227	24585078
HLA-B	6	31321649	31324989
C11orf67	11	77532201	77588461
PRDM12	9	133539981	133558368
OXNAD1	3	16306706	16347594
GGT5	22	24615622	24641110
PTPN12	7	77166592	77269388
SP6	17	45922280	45933240
EXOSC2	9	133569108	133580248
IL5	5	131877136	131892530
SP2	17	45973516	46006323
AC118344.3	19	40868142	40871248
INTS4	11	77589768	77705717
HIPK4	19	40885179	40896094
PNMA5	X	152157368	152161330
PNPO	17	46018889	46026673
RAD50	5	131891711	131979752
NRBF2	10	64893050	64914783
RFTN1	3	16357352	16555533
RPL34	4	109541722	109551637
DAO	12	109273857	109294709
PRX	19	40899672	40919273
ABL1	9	133589333	133763062
PNMA3	X	152224766	152228827
JMJD1C	10	64926981	65225722
PRR15L	17	46029336	46035110
CDK5RAP3	17	46048429	46059147
SVOP	12	109304658	109372440
OSTC	4	109571740	109588976
AC152006.1	X	152240802	152243401
CYTSA	22	24666786	24838328
SERTAD1	19	40928411	40931932
PNMA6A	X	152338301	152340864
DAZL	3	16628299	16711813
PNMA6B	X	152341458	152343394
RSBN1L	7	77325760	77409008
USP30	12	109460894	109525831
SERTAD3	19	40946749	40950282
AGXT2L1	4	109663196	109684210
MAGEA1	X	152481522	152486115
QRFP	9	133768815	133769225
KCTD14	11	77726761	77734340
FIBCD1	9	133777825	133814673
ZNF275	X	152599613	152618384
THRSP	11	77774907	77779396
BLVRB	19	40953693	40971725
PLCL2	3	16844159	17132094
NDUFC2	11	77779403	77791265
TMEM60	7	77423045	77427897
SPTBN4	19	40973126	41082364
PHTF2	7	77428109	77586818
COL25A1	4	109731877	110223813
IL13	5	131991955	131996802
ALKBH2	12	109525993	109531293
REEP3	10	65281123	65384881
ALG8	11	77811988	77850699
COPZ2	17	46103535	46115139
IL4	5	132009678	132018368
AC022387.1	10	65383168	65384335
LAMC3	9	133884469	133969860
CTNNA3	10	67679719	69455927
TBC1D5	3	17198657	18486309
NFE2L1	17	46125686	46138906
UNG	12	109535415	109548798
KIF3A	5	132028323	132073330
TREX2	X	152710178	152736045
KCTD21	11	77882303	77899664
CBX1	17	46147414	46178883
ACACB	12	109577202	109706028
MAGI2	7	77646393	79082890
USP35	11	77899958	77925753
AIF1L	9	133971912	133998539
ADORA2A	22	24813847	24838328
SEC24B	4	110354928	110461612
LRRTM3	10	68685764	68859588
SNX11	17	46184920	46200105
GAB2	11	77926342	78128766
HAUS7	X	152713124	152760974
DNAJC12	10	69556427	69597924
CCNI2	5	132083137	132089856
SIRT1	10	69644427	69678147
SEPT8	5	132086509	132142933
CCDC109B	4	110481361	110609874
C22orf45	22	24825178	24891042
NUP214	9	134000976	134110057
GNAI1	7	79763271	79848718
SATB1	3	18386864	18487080
NARS2	11	78147247	78285826
HERC4	10	69681665	69835105
UPB1	22	24890075	24924358
CASP6	4	110609785	110624739
CD36	7	79998891	80308593
SHKBP1	19	41082757	41097301
C22orf13	22	24936406	24951903
SKAP1	17	46210802	46507594
PLA2G12A	4	110634563	110651233
ODZ4	11	78364329	79151695
U82695.9	X	152746989	152752546
CFI	4	110661852	110723335
HOXB1	17	46606797	46608359
BGN	X	152760397	152775012
HOXB2	17	46618256	46622344
FAM78A	9	134133463	134151934
ANKRD43	5	132149033	132152488
SNRPD3	22	24951471	25006498
FAM181B	11	82443053	82444906
KCNH8	3	19189946	19577138
SHROOM1	5	132157833	132166590
PPAPDC3	9	134165081	134184649
HOXB3	17	46626232	46667634
PRCP	11	82535410	82611557
BAT2L	9	134269480	134375584
EFHB	3	19920964	19988517
MYPN	10	69865912	69971774
GGT1	22	24979718	25024972
FOXN4	12	109715784	109747025
GDF9	5	132196873	132202576
HOXB4	17	46652869	46655743
HOXB5	17	46668619	46671323
ATP2B3	X	152783134	152848397
ATOH7	10	69990386	69991855
HOXB6	17	46673114	46682354
C11orf82	11	82625731	82645697
RAB5A	3	19988571	20026667
UQCRQ	5	132202252	132203723
PBLD	10	70042417	70092684
HOXB7	17	46684605	46710934
LTBP4	19	41099072	41135725
KCTD10	12	109886460	109915155
GNAT3	7	80087987	80141336
HOXB8	17	46688739	46692478
MICA	6	31367561	31384016
SEMA3C	7	80371854	80551675
RAB30	11	82692479	82782884
HOXB9	17	46694457	46703720
LEAP2	5	132208014	132210738
C3orf48	3	20021453	20053822
PRAC	17	46799084	46799884
HOXB13	17	46802125	46806120
KAT2B	3	20081515	20195896
AFF4	5	132211071	132299326
UBE3B	12	109915439	109974504
TTLL6	17	46839593	46894576
PCF11	11	82868137	82896830
HNRNPH3	10	70090931	70102952
POMT1	9	134378289	134399193
AC005008.2	7	80804824	80828431
GAR1	4	110736658	110745893
HGF	7	81328322	81399754
SGOL1	3	20202085	20227784
FAM58A	X	152853377	152864707
ANKRD42	11	82904918	82967042
RRH	4	110749150	110765760
RUFY2	10	70100864	70167051
LRIT3	4	110772486	110793471
ZCCHC10	5	132332677	132362296
MICB	6	31465863	31478901
EGF	4	110834040	110933422
HSPA4	5	132387654	132442141
DUSP9	X	152907946	152916781
CCDC90B	11	82972504	82997377
MCCD1	6	31496494	31498009
CACNA2D1	7	81575760	82073114
ATP6V1G2	6	31497996	31516204
FSTL4	5	132532147	132948255
ELOVL6	4	110967002	111120355
PNCK	X	152935185	152954465
DLG2	11	83166055	85338966
ENPEP	4	111286889	111486441
BAT1	6	31497996	31510225
DNA2	10	70173821	70231879
UCK1	9	134399188	134406655
ZNF385D	3	21459915	22414812
C5orf15	5	133291201	133304478
MMAB	12	109991525	110011358
C22orf36	22	24981588	24989175
NUMBL	19	41171810	41196556
VDAC1	5	133307606	133340824
CALCOCO2	17	46902123	46943884
PCLO	7	82383321	82792200
UBE2E2	3	23244511	23633284
PITX2	4	111538579	111563279
PIWIL3	22	25115001	25170683
AL160276.1	9	134431442	134433589
MVK	12	110011500	110035070
RAPGEF1	9	134452157	134615461
ADCK4	19	41197434	41222790
SGSM1	22	25202236	25323545
TCF7	5	133450402	133483920
UBE2E1	3	23847394	23932807
C4orf32	4	113066553	113110237
SLC25A16	10	70242521	70287231
AP1AR	4	113152893	113191203
ITPKC	19	41223008	41246763
TET1	10	70320413	70454239
TIFA	4	113196783	113207059
CCAR1	10	70480971	70552134
NKIRAS1	3	23933151	23988082
C19orf54	19	41246761	41256408
ALPK1	4	113206665	113363776
SLC6A8	X	152953554	152962048
AC007623.2	12	110072055	110072597
C12orf34	12	110172572	110208299
TMEM211	22	25331077	25342662
TRPV4	12	110220894	110271212
STOX1	10	70587294	70655188
SNRPA	19	41256779	41271290
SEMA3E	7	82993222	83278326
ATP5G1	17	46970127	46973233
KIAA1671	22	25421600	25593415
RPL15	3	23958036	23963166
SEMA3A	7	83587659	84122040
SKP1	5	133492082	133512729
DDX50	10	70661034	70706603
TMEM126B	11	85339639	85347532
CRYBB3	22	25595817	25603330
UBE2Z	17	46985731	47008177
PPP2CA	5	133530025	133561833
NEUROG2	4	113434672	113437328
MIA	19	41281300	41283392
C4orf21	4	113460492	113558151
BCAP31	X	152965947	152990152
CRYBB2	22	25615489	25627836
CDKL3	5	133634111	133702765
SEMA3D	7	84624869	84816171
RAB4B	19	41284171	41302847
TMEM126A	11	85359021	85367579
MED27	9	134735494	134955295
LRP5L	22	25747385	25801324
GRM3	7	86273224	86494200
CREBZF	11	85371885	85376146
SNF8	17	47006678	47022479
NR1D2	3	23986751	24021237
CCDC89	11	85394893	85397320
KIAA1324L	7	86506222	86689015
SYTL2	11	85405267	85469044
NTNG2	9	135037334	135119921
NFKBIL1	6	31514647	31526606
GLTP	12	110288751	110318293
EGLN2	19	41305048	41314336
DDX21	10	70715884	70744829
ADRBK2	22	25960816	26118601
UBE2B	5	133706870	133727683
LARP7	4	113558120	113578748
TCHP	12	110338079	110355873
THRB	3	24158651	24536773
MYO18B	22	26138120	26427007
LTA	6	31539831	31542101
SETX	9	135136743	135230372
CDKN2AIPNL	5	133737778	133747589
GIP	17	47035916	47045958
GIT2	12	110367607	110434194
ABCD1	X	152990323	153010216
CYP2A6	19	41349444	41388657
PHF15	5	133860003	133918918
IGF2BP1	17	47074774	47133012
AC005076.1	7	86687249	86782229
PLXNB3	X	153029711	153044796
SEZ6L	22	26565440	26779562
DMTF1	7	86781677	86825648
TNF	6	31543003	31546113
LTB	6	31548302	31550299
ANK2	4	113739265	114304896
KIAA1279	10	70748487	70776738
B4GALNT2	17	47209822	47247351
TTF1	9	135251008	135282221
LST1	6	31553901	31556686
C9orf171	9	135285430	135448704
GNGT2	17	47280153	47287936
SRGN	10	70847862	70864567
SRPK3	X	153041867	153051185
BARHL1	9	135457993	135465640
DDX31	9	135468384	135545788
RARB	3	25215823	25639423
VPS26A	10	70883268	70932617
ABI3	17	47287589	47300587
SAR1B	5	133936834	133984961
PHOSPHO1	17	47300724	47308128
AC008537.1	19	41396731	41406413
ZNF652	17	47366568	47439835
ASPHD2	22	26825239	26840981
IDH3G	X	153051221	153059978
PHB	17	47481414	47492246
HPS4	22	26840193	26879820
SUPV3L1	10	70939988	70968855
TOP2B	3	25639475	25706398
SEC24A	5	133984479	134063513
AC008537.2	19	41414377	41416754
CYP2B6	19	41497204	41524301
CAMLG	5	134074191	134087847
C7orf23	7	86825478	86849903
NCR3	6	31556672	31560762
GTF3C4	9	135545422	135570342
DDX46	5	134094469	134190823
C9orf98	9	135600965	135754164
CROT	7	86974997	87029111
ANKRD13A	12	110437235	110477231
CYP2A7P1	19	41530172	41533627
AIF1	6	31582961	31584798
C9orf9	9	135753414	135765588
CCDC83	11	85566144	85631051
NGFR	17	47572655	47592379
CYP2A13	19	41594368	41602099
TSC1	9	135766735	135820020
HKDC1	10	70980059	71027315
NXPH3	17	47653220	47661169
C5orf24	5	134181370	134195427
SRRD	22	26879843	26887899
SSR4	X	153058971	153063960
ABCB4	7	87031013	87109751
SPOP	17	47676246	47755596
PICALM	11	85668486	85780144
TFIP11	22	26887191	26908471
TXNDC15	5	134209460	134237323
BAT2	6	31588450	31605548
CYP2F1	19	41620353	41634281
C12orf76	12	110478983	110505500
HK1	10	71029740	71161638
AC007546.1	12	110488787	110511423
IFT81	12	110562140	110656590
PDZD4	X	153067621	153096022
CYP2S1	19	41699115	41713443
PCBD2	5	134240596	134343649
GFI1B	9	135820932	135867083
ABCB1	7	87133175	87342611
NGLY1	3	25760435	25831530
CATSPER3	5	134303596	134347392
AXL	19	41725108	41767670
L1CAM	X	153126969	153174677
PITX1	5	134363424	134370503
CAMK2D	4	114372188	114683083
CTC-349C3.2	5	134571924	134583869
CTC-203F4.1	5	134669446	134680386
GTF3C5	9	135906076	135933888
H2AFY	5	134669590	134735604
ATP2A2	12	110719032	110788893
EED	11	85955815	85989778
BAT3	6	31606805	31620482
HNRNPUL1	19	41768391	41813811
SLC35B1	17	47778305	47786376
OXSM	3	25824408	25836025
TPST2	22	26921458	26992681
RUNDC3B	7	87256864	87461611
AC103588.1	3	25900024	25915191
SLC25A40	7	87462883	87505672
LRRC3B	3	26664297	26752267
TACR2	10	71163659	71176623
C11orf73	11	86013253	86056984
CEL	9	135937365	135947248
ARSJ	4	114821440	114900883
NEK10	3	27151576	27410951
UGT8	4	115519611	115599380
DBF4	7	87505531	87538856
CCDC81	11	86085778	86134150
NDST4	4	115748919	116035032
ANAPC7	12	110811283	110841535
CRYBB1	22	26995242	27014052
C5orf20	5	134779904	134783038
TSPAN15	10	71211229	71267425
TIFAB	5	134779908	134788089
FAM117A	17	47787694	47866542
CCDC97	19	41816094	41830785
NEUROG1	5	134869991	134871639
TRAM1L1	4	118004718	118006736
RALGDS	9	135973107	136024721
TGFB1	19	41836651	41859816
NDST3	4	118954773	119179803
CRYBA4	22	27017928	27026636
CXCL14	5	134906376	134914754
MN1	22	28144265	28197486
ADAM22	7	87563458	87832204
ME3	11	86152150	86383528
PITPNB	22	28202413	28316122
ARPC3	12	110872695	110891802
AC011427.1	5	135170338	135224326
PRSS12	4	119201193	119274158
MYST2	17	47865917	47906458
NEUROG3	10	71331454	71332994
C10orf35	10	71390007	71393352
METTL14	4	119606523	119632201
AP000654.1	11	86511491	86522275
IL9	5	135227935	135231516
GPN3	12	110890292	110906064
COL13A1	10	71561644	71718904
B9D2	19	41860327	41870037
SLC4A7	3	27414214	27525911
SEC24D	4	119643978	119759838
TTC28	22	28374004	29075853
TMEM91	19	41882129	41889985
FZD4	11	86656722	86666433
C12orf24	12	110906232	110928188
TMEM135	11	86749065	87034568
VPS29	12	110929330	110939916
LECT2	5	135274273	135290723
CHEK2	22	29083731	29138410
EXOSC5	19	41892281	41903256
GBGT1	9	136028340	136039332
TGFBI	5	135364584	135399507
TAC4	17	47915671	47925379
SRI	7	87834433	87856308
BCKDHA	19	41903704	41937250
RAD9B	12	110939460	110969891
OBP2B	9	136080664	136084630
DLX4	17	48046334	48052321
RAB38	11	87846448	87908635
U52112.12	X	153146127	153154444
AVPR2	X	153167985	153172620
DLX3	17	48067369	48072588
SYNPO2	4	119809996	119982402
STEAP4	7	87900207	87936209
SURF6	9	136197552	136203235
CTSC	11	88026773	88070941
PPTC7	12	110972237	111021064
ITGA3	17	48133332	48167848
MED22	9	136205160	136214986
ZNF804B	7	88388682	88966346
MYOZ2	4	120056939	120108944
ARHGAP4	X	153172821	153200452
TCTN1	12	111051907	111086933
C7orf62	7	88423420	88425035
RP11-455G16.1	4	120113928	120133799
STEAP1	7	89779220	89794143
SMAD5OS	5	135465196	135470579
B3GNT8	19	41931265	41934635
USP53	4	120133742	120216672
APOM	6	31620193	31625987
ATP5SL	19	41937224	41949940
H2AFY2	10	71812552	71872032
